attendance,matchday,season,team_distance,points_home,points_away,position_home,position_away,last_season_position_home,last_season_position_away,form_home,form_away,rain,sun,temp_avg,weekday_Donnerstag,weekday_Freitag,weekday_Mittwoch,weekday_Montag,weekday_Samstag,weekday_Sonntag,time_evening,time_noon,hometeam_BSC Young Boys,hometeam_FC Aarau,hometeam_FC Basel,hometeam_FC Lausanne-Sport,hometeam_FC Lugano,hometeam_FC Luzern,hometeam_FC Schaffhausen,hometeam_FC Sion,hometeam_FC St. Gallen,hometeam_FC Thun,hometeam_FC Vaduz,hometeam_FC Wil 1900,hometeam_FC Zürich,hometeam_Grasshopper Club Zürich,hometeam_Neuchâtel Xamax FC,hometeam_Servette Genève,hometeam_Yverdon-Sport FC,awayteam_BSC Young Boys,awayteam_FC Aarau,awayteam_FC Basel,awayteam_FC Lausanne-Sport,awayteam_FC Lugano,awayteam_FC Luzern,awayteam_FC Schaffhausen,awayteam_FC Sion,awayteam_FC St. Gallen,awayteam_FC Thun,awayteam_FC Vaduz,awayteam_FC Wil 1900,awayteam_FC Zürich,awayteam_Grasshopper Club Zürich,awayteam_Neuchâtel Xamax FC,awayteam_Servette Genève,awayteam_Yverdon-Sport FC
7500,25,2003,129637.37093909303,2.0416666666666665,1.75,2,3,4,6,2.2,1.6,2.5,27.0,9.7,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11000,17,2003,129637.37093909303,2.125,1.75,2,3,4,6,3.0,1.4,0.0,176.0,5.9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11850,19,2003,68663.3352233927,2.1111111111111107,2.888888888888889,2,1,4,2,2.6,2.6,0.0,19.0,1.8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11850,2,2003,68663.3352233927,3.0,3.0,1,3,4,2,3.0,3.0,7.8,666.0,21.4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5000,33,2003,39705.085278840554,2.03125,0.9375,2,9,4,3,2.4,1.8,2.9,0.0,6.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6000,13,2003,39705.085278840554,1.8333333333333333,1.1666666666666667,3,5,4,3,1.4,0.8,1.3,0.0,6.7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
6900,23,2003,67038.24987274056,2.0454545454545454,1.0454545454545454,2,7,4,9,1.6,0.4,0.7,35.0,5.0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5250,15,2003,67038.24987274056,2.0,1.4285714285714286,3,4,4,9,2.0,1.4,7.7,0.0,4.2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8500,26,2003,25203.66205534426,2.08,1.16,2,6,4,7,2.2,0.4,0.0,601.0,3.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8800,7,2003,25203.66205534426,2.0,1.0,2,8,4,7,1.8,1.0,0.0,684.0,20.6,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6900,21,2003,95455.45065631402,2.05,1.0,2,7,4,5,2.0,1.8,0.0,155.0,-2.6,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8000,3,2003,95455.45065631402,1.5,0.0,5,8,4,5,1.5,0.0,0.2,305.0,22.6,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7100,28,2003,95455.45065631402,1.9629629629629632,1.2592592592592593,2,5,4,1,1.6,0.8,0.7,193.0,3.8,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8500,9,2003,95455.45065631402,1.875,1.25,2,6,4,1,1.8,1.4,0.0,715.0,12.3,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
6500,31,2003,134409.96722713686,1.9666666666666663,0.8666666666666667,2,10,4,8,1.4,0.2,0.0,302.0,10.5,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8000,5,2003,134409.96722713686,2.25,0.25,3,10,4,8,2.25,0.25,0.0,717.0,25.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7200,35,2003,155542.0823957298,2.0294117647058822,1.3823529411764706,2,4,4,10,2.6,2.2,0.0,715.0,12.8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6800,10,2003,155542.0823957298,2.0,1.0,2,7,4,10,1.8,1.4,0.0,563.0,12.2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17240,30,2003,129637.37093909303,1.6551724137931034,1.9310344827586208,3,2,6,4,1.2,1.4,4.0,232.0,10.2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8250,8,2003,129637.37093909303,1.5714285714285714,2.142857142857143,4,2,6,4,1.0,2.4,0.0,493.0,16.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18683,27,2003,186561.69228434862,1.7307692307692308,2.5,3,1,6,2,1.6,1.2,4.4,90.0,11.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18825,16,2003,186561.69228434862,1.8666666666666667,2.8666666666666667,3,1,6,2,2.0,2.6,0.0,424.0,9.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7150,24,2003,106202.00947722222,1.7826086956521738,0.6956521739130435,3,10,6,3,2.0,0.0,0.0,652.0,9.8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8263,18,2003,106202.00947722222,1.6470588235294117,0.9411764705882352,3,8,6,3,1.2,0.4,1.1,0.0,5.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7654,33,2003,196207.8255982671,1.59375,1.0625,3,8,6,9,1.2,1.2,14.8,5.0,7.5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7750,13,2003,196207.8255982671,1.8333333333333333,1.5833333333333333,2,4,6,9,2.2,1.4,4.0,60.0,8.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6345,21,2003,129532.02177454035,1.7,1.35,3,4,6,7,1.2,2.4,0.0,524.0,-0.3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5072,3,2003,129532.02177454035,3.0,1.0,1,6,6,7,3.0,1.0,0.0,278.0,27.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8652,35,2003,224346.08190917887,1.5294117647058822,1.2941176470588236,3,5,6,5,0.8,1.4,0.0,800.0,14.1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7590,11,2003,224346.08190917887,1.8,0.8,3,9,6,5,1.4,1.4,11.3,0.0,14.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8550,26,2003,224346.08190917887,1.68,1.24,3,5,6,1,1.6,1.4,0.0,686.0,4.4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10575,14,2003,224346.08190917887,1.9230769230769231,1.0,2,8,6,1,2.2,0.6,0.0,384.0,2.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5860,23,2003,262236.62148906663,1.818181818181818,0.9545454545454546,3,9,6,8,2.4,1.0,0.7,24.0,2.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4916,1,2003,262236.62148906663,0.0,0.0,2,9,6,8,0.0,0.0,0.0,405.0,25.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6900,19,2003,281364.1512417671,1.7222222222222223,1.1111111111111112,3,6,6,10,1.2,0.8,0.0,0.0,3.3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7354,6,2003,281364.1512417671,2.2,0.6,3,8,6,10,2.2,0.6,26.1,447.0,22.9,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29541,36,2003,68663.3352233927,2.342857142857143,2.057142857142857,1,2,2,4,1.6,2.6,4.0,25.0,9.1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30760,11,2003,68663.3352233927,3.0,1.9,1,2,2,4,3.0,1.4,7.8,10.0,14.2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26649,28,2003,186561.69228434862,2.5185185185185186,1.6666666666666667,1,3,2,6,1.6,1.0,1.6,107.0,5.6,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29821,7,2003,186561.69228434862,3.0,1.8333333333333333,1,3,2,6,3.0,1.6,0.0,663.0,22.5,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21803,21,2003,80446.1167303929,2.8,0.8,1,10,2,3,2.6,0.2,0.0,515.0,-1.8,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29055,3,2003,80446.1167303929,3.0,3.0,3,2,2,3,3.0,3.0,0.0,282.0,24.3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26099,25,2003,39022.07695651271,2.5416666666666665,1.0416666666666667,1,8,2,9,1.2,0.6,0.0,0.0,14.0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30341,5,2003,39022.07695651271,3.0,1.5,1,4,2,9,3.0,1.5,0.0,637.0,27.9,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23223,23,2003,88904.03770920643,2.727272727272727,1.2272727272727273,1,5,2,7,2.2,1.8,17.4,0.0,6.3,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29029,15,2003,88904.03770920643,2.8571428571428568,1.0714285714285714,1,6,2,7,2.6,1.6,5.1,0.0,5.8,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27804,31,2003,74895.50357665005,2.466666666666667,1.2666666666666666,1,4,2,5,2.0,1.0,0.0,463.0,11.3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30561,1,2003,74895.50357665005,0.0,0.0,3,7,2,5,0.0,0.0,4.0,241.0,23.7,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26851,20,2003,74895.50357665005,2.8947368421052637,1.2105263157894737,1,5,2,1,3.0,2.0,18.6,0.0,3.2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30800,17,2003,74895.50357665005,2.875,1.1875,1,6,2,1,2.6,1.8,0.0,160.0,8.4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24515,29,2003,110622.43147752628,2.5357142857142856,0.9285714285714286,1,9,2,8,2.0,0.8,0.0,231.0,10.2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29850,13,2003,110622.43147752628,3.0,0.75,1,9,2,8,3.0,1.4,8.6,0.0,7.8,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25403,33,2003,135704.38578026873,2.4375,1.34375,1,4,2,10,2.0,2.6,1.5,0.0,8.8,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
29846,9,2003,135704.38578026873,3.0,1.125,1,7,2,10,3.0,1.6,0.0,733.0,13.7,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5800,22,2003,39705.085278840554,0.7619047619047619,2.0,10,2,3,4,0.0,1.6,0.2,189.0,3.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10600,4,2003,39705.085278840554,2.0,2.0,4,3,3,4,2.0,2.0,0.0,809.0,23.8,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7200,31,2003,106202.00947722222,0.9,1.6,9,3,3,6,1.8,1.2,0.0,457.0,12.4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8000,9,2003,106202.00947722222,1.375,1.75,5,3,3,6,1.0,1.0,0.0,721.0,14.9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8200,34,2003,80446.1167303929,0.9090909090909092,2.393939393939394,9,1,3,2,1.8,1.6,0.0,729.0,14.3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12100,12,2003,80446.1167303929,1.2727272727272727,3.0,5,1,3,2,0.8,3.0,6.1,193.0,14.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4700,27,2003,95636.25108189882,0.6923076923076923,1.0769230769230769,10,7,3,9,0.4,1.0,1.4,64.0,9.3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5800,7,2003,95636.25108189882,1.6666666666666667,1.5,4,5,3,9,1.4,1.6,0.0,770.0,22.6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3900,25,2003,59269.22132101956,0.7083333333333334,1.1666666666666667,10,6,3,7,0.2,0.8,7.0,18.0,9.5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6400,17,2003,59269.22132101956,1.0,0.9375,7,8,3,7,0.4,0.4,0.1,0.0,4.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5000,29,2003,129415.01383147165,0.75,1.3214285714285714,10,4,3,5,1.0,2.0,0.0,429.0,9.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8300,5,2003,129415.01383147165,1.5,0.25,5,9,3,5,1.5,0.25,0.0,623.0,27.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5200,36,2003,129415.01383147165,0.9428571428571428,1.1714285714285717,9,7,3,1,1.2,0.8,0.0,823.0,10.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7800,10,2003,129415.01383147165,1.2222222222222223,1.1111111111111112,5,6,3,1,1.0,1.4,0.0,710.0,14.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3700,20,2003,169116.45579599874,0.8421052631578947,0.8947368421052632,10,9,3,8,0.4,1.6,21.8,0.0,5.7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3000,15,2003,169116.45579599874,1.0,0.6428571428571429,7,10,3,8,0.6,0.8,9.9,0.0,5.4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7900,32,2003,191633.69991992536,0.967741935483871,1.2903225806451613,9,4,3,10,2.4,2.6,0.0,0.0,11.2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5600,2,2003,191633.69991992536,3.0,0.0,4,10,3,10,3.0,0.0,0.0,836.0,24.3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5400,32,2003,67038.24987274056,1.0967741935483872,2.0,8,2,9,4,1.2,1.8,0.0,243.0,11.8,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7200,6,2003,67038.24987274056,1.2,2.4,5,2,9,4,1.2,2.4,6.9,590.0,22.9,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4000,22,2003,196207.8255982671,1.0952380952380951,1.761904761904762,6,3,9,6,0.4,1.8,0.1,156.0,2.5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6500,4,2003,196207.8255982671,1.6666666666666667,3.0,5,1,9,6,1.6666666666666667,3.0,0.0,789.0,22.4,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9250,30,2003,39022.07695651271,1.0689655172413792,2.5517241379310347,8,1,9,2,1.2,2.6,5.8,387.0,10.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9250,14,2003,39022.07695651271,1.4615384615384617,3.0,4,1,9,2,1.2,3.0,0.0,368.0,1.3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4300,28,2003,95636.25108189882,1.037037037037037,0.7777777777777778,8,10,9,3,1.0,1.0,1.5,283.0,5.0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4000,16,2003,95636.25108189882,1.3333333333333333,1.0,4,7,9,3,1.4,0.2,0.7,109.0,7.5,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5900,35,2003,77174.64737204829,1.1176470588235294,1.2647058823529411,8,6,9,7,1.4,1.2,0.0,700.0,13.2,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5000,10,2003,77174.64737204829,1.4444444444444444,0.7777777777777778,4,9,9,7,1.4,0.4,0.0,452.0,12.6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5400,19,2003,37672.82970523982,1.2222222222222223,0.7777777777777778,4,10,9,5,0.6,1.2,0.0,48.0,2.5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5100,8,2003,37672.82970523982,1.7142857142857142,0.5714285714285714,3,9,9,5,1.6,0.8,35.9,25.0,15.3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5000,24,2003,37672.82970523982,1.0434782608695652,1.3043478260869563,7,4,9,1,0.4,2.0,0.0,646.0,12.1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7100,2,2003,37672.82970523982,1.0,0.0,5,8,9,1,1.0,0.0,0.0,819.0,22.1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4100,34,2003,76316.07814870992,1.0606060606060606,0.7878787878787878,8,10,9,8,0.8,0.0,22.9,612.0,12.5,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3500,18,2003,76316.07814870992,1.2352941176470589,0.9411764705882352,4,9,9,8,0.4,1.4,0.0,0.0,4.3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5200,26,2003,100679.48069989236,1.0,1.08,8,7,9,10,0.6,1.4,0.0,691.0,3.4,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4500,12,2003,100679.48069989236,1.4545454545454546,1.181818181818182,4,6,9,10,1.4,1.4,2.2,335.0,15.4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7200,29,2003,25203.66205534426,1.2142857142857142,2.0,6,2,7,4,1.2,2.0,0.0,101.0,8.7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8300,16,2003,25203.66205534426,1.0,2.066666666666667,8,2,7,4,1.0,2.4,0.0,236.0,7.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2550,34,2003,129532.02177454035,1.2121212121212122,1.5757575757575757,7,3,7,6,1.2,1.4,0.1,665.0,12.7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3130,12,2003,129532.02177454035,1.181818181818182,1.9090909090909087,7,2,7,6,1.4,2.0,10.8,362.0,14.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
