attendance,matchday,season,team_distance,points_home,points_away,position_home,position_away,last_season_position_home,last_season_position_away,form_home,form_away,rain,sun,temp_avg,weekday_Donnerstag,weekday_Freitag,weekday_Mittwoch,weekday_Montag,weekday_Samstag,weekday_Sonntag,time_evening,time_noon,hometeam_BSC Young Boys,hometeam_FC Aarau,hometeam_FC Basel,hometeam_FC Lausanne-Sport,hometeam_FC Lugano,hometeam_FC Luzern,hometeam_FC Schaffhausen,hometeam_FC Sion,hometeam_FC St. Gallen,hometeam_FC Thun,hometeam_FC Vaduz,hometeam_FC Wil 1900,hometeam_FC Zürich,hometeam_Grasshopper Club Zürich,hometeam_Neuchâtel Xamax FC,hometeam_Servette Genève,hometeam_Yverdon-Sport FC,awayteam_BSC Young Boys,awayteam_FC Aarau,awayteam_FC Basel,awayteam_FC Lausanne-Sport,awayteam_FC Lugano,awayteam_FC Luzern,awayteam_FC Schaffhausen,awayteam_FC Sion,awayteam_FC St. Gallen,awayteam_FC Thun,awayteam_FC Vaduz,awayteam_FC Wil 1900,awayteam_FC Zürich,awayteam_Grasshopper Club Zürich,awayteam_Neuchâtel Xamax FC,awayteam_Servette Genève,awayteam_Yverdon-Sport FC
6300,18,2007,100679.48069989236,1.3529411764705883,0.7058823529411765,4,10,9,5,2.2,0.4,4.9,54.0,3.8,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5400,19,2007,100679.48069989236,1.3333333333333333,0.7222222222222222,4,10,9,5,2.2,0.4,0.0,398.0,-1.7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13000,5,2007,39797.51359067549,1.25,1.0,5,6,8,6,1.25,1.0,0.0,353.0,18.2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10767,30,2007,39797.51359067549,1.2413793103448276,1.3793103448275863,6,5,8,6,1.2,1.4,0.0,613.0,9.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10287,7,2007,78199.61207064905,1.1666666666666667,1.6666666666666667,8,2,8,2,1.2,1.4,0.0,760.0,19.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11623,28,2007,78199.61207064905,1.1111111111111112,2.1481481481481484,7,1,8,2,0.2,2.4,0.0,535.0,9.3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6958,8,2007,116285.43603564464,1.0,1.4285714285714286,9,4,8,3,1.2,0.8,15.9,125.0,15.8,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7562,24,2007,116285.43603564464,1.2608695652173914,1.1304347826086956,5,7,8,3,2.4,0.8,0.0,241.0,2.7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9916,3,2007,66305.1836585949,0.5,2.0,8,3,8,4,0.5,2.0,29.8,284.0,20.5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7466,26,2007,66305.1836585949,1.2,1.96,7,2,8,4,1.4,2.4,0.0,17.0,2.7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9276,15,2007,42751.380351983964,1.0714285714285714,1.1428571428571428,7,5,8,9,0.8,1.4,0.0,0.0,7.9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9585,20,2007,42751.380351983964,1.0526315789473684,1.4210526315789471,8,4,8,9,1.0,2.2,0.0,504.0,0.3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7224,36,2007,104879.11739235796,1.2571428571428571,1.0857142857142856,6,8,8,10,1.4,1.2,0.0,810.0,17.8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10000,1,2007,104879.11739235796,0.0,0.0,6,7,8,10,0.0,0.0,35.8,28.0,17.7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
5503,18,2007,60934.43454238334,1.0,0.8235294117647058,8,9,8,7,0.8,0.4,3.2,98.0,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7117,34,2007,60934.43454238334,1.2424242424242424,0.7878787878787878,6,10,8,7,1.6,0.8,0.0,281.0,13.4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10096,11,2007,39797.51359067549,1.2,2.1,6,1,8,1,1.2,2.2,0.6,496.0,12.7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12654,22,2007,39797.51359067549,1.238095238095238,1.761904761904762,6,2,8,1,2.0,0.8,0.0,571.0,7.4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7297,13,2007,91049.01537084297,1.0833333333333333,0.8333333333333334,6,10,8,5,1.2,0.8,0.0,0.0,7.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8921,32,2007,91049.01537084297,1.2258064516129032,1.032258064516129,6,9,8,5,1.6,1.2,0.0,172.0,11.4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5110,17,2007,129415.01383147165,1.0,1.0625,7,6,10,6,0.2,1.6,0.8,0.0,5.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5555,33,2007,129415.01383147165,1.0625,1.40625,8,4,10,6,1.0,1.8,0.0,681.0,13.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11997,9,2007,80446.1167303929,1.625,2.0,3,2,10,2,2.0,1.8,0.0,476.0,15.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8454,35,2007,80446.1167303929,1.088235294117647,2.0588235294117645,8,1,10,2,1.0,2.2,0.0,725.0,15.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8889,13,2007,90397.57010561733,1.25,1.1666666666666667,4,5,10,3,1.0,0.8,0.0,0.0,7.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8119,32,2007,90397.57010561733,1.064516129032258,1.1612903225806452,8,7,10,3,1.4,1.2,0.0,80.0,11.5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6520,21,2007,39705.085278840554,1.1,1.85,8,2,10,4,1.2,2.2,0.0,485.0,-0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11997,5,2007,39705.085278840554,1.0,2.0,7,2,10,4,1.0,2.0,0.0,596.0,17.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4682,24,2007,95636.25108189882,1.0869565217391304,1.173913043478261,8,6,10,9,0.6,0.6,0.0,67.0,4.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5220,7,2007,95636.25108189882,1.1666666666666667,1.1666666666666667,6,7,10,9,1.2,1.2,0.9,766.0,19.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4301,10,2007,104879.11739235796,1.4444444444444444,1.2222222222222223,4,5,10,8,1.8,1.2,9.9,140.0,9.6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4839,19,2007,104879.11739235796,1.2222222222222223,0.9444444444444444,5,8,10,8,1.4,0.6,0.0,2.0,-2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4177,25,2007,59269.22132101956,1.0416666666666667,0.75,8,10,10,7,0.6,0.2,1.6,447.0,8.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
5559,2,2007,59269.22132101956,1.0,0.0,7,8,10,7,1.0,0.0,0.0,829.0,20.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4265,27,2007,129415.01383147165,1.0,1.6538461538461535,8,3,10,1,0.2,1.2,0.7,224.0,2.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7760,3,2007,129415.01383147165,1.0,1.5,6,4,10,1,1.0,1.5,19.2,403.0,20.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6028,15,2007,191633.69991992536,1.0714285714285714,0.7857142857142857,6,10,10,5,0.4,0.8,0.0,91.0,9.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
5009,29,2007,191633.69991992536,1.0357142857142858,1.0357142857142858,8,9,10,5,0.8,0.8,0.0,368.0,7.2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4100,7,2007,97172.74040079348,0.8333333333333334,1.3333333333333333,9,5,7,6,1.0,1.0,0.0,462.0,19.7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3750,31,2007,97172.74040079348,0.8333333333333334,1.3666666666666667,10,5,7,6,0.8,1.0,0.0,460.0,4.6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5000,17,2007,88904.03770920643,0.875,2.25,9,1,7,2,1.0,2.6,14.9,2.0,7.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5050,23,2007,88904.03770920643,0.8181818181818182,2.090909090909091,10,1,7,2,0.8,1.4,0.0,59.0,9.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5300,1,2007,62000.395393900515,0.0,0.0,8,3,7,3,0.0,0.0,8.7,5.0,18.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4300,20,2007,62000.395393900515,0.8947368421052632,1.1578947368421053,9,7,7,3,0.8,0.8,0.0,535.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
6800,15,2007,25203.66205534426,0.9285714285714286,1.7857142857142858,9,3,7,4,1.0,2.0,0.0,33.0,7.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8850,28,2007,25203.66205534426,0.8148148148148148,2.0370370370370368,10,2,7,4,0.8,3.0,0.3,507.0,8.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4850,5,2007,77174.64737204829,1.0,0.75,8,9,7,9,1.0,0.75,1.7,501.0,17.6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3800,26,2007,77174.64737204829,0.84,1.32,10,5,7,9,0.6,1.2,0.0,439.0,0.4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4200,21,2007,60934.43454238334,0.9,1.15,9,7,7,8,0.8,1.4,0.0,449.0,-0.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4150,9,2007,60934.43454238334,1.0,1.0,9,8,7,8,0.8,1.2,0.0,635.0,14.2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3550,30,2007,59269.22132101956,0.7586206896551724,1.1034482758620692,10,8,7,10,0.8,1.4,0.0,321.0,6.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4100,11,2007,59269.22132101956,0.8,1.4,10,4,7,10,0.8,1.4,0.4,78.0,12.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4550,13,2007,97172.74040079348,1.0,2.083333333333333,7,2,7,1,0.8,1.8,0.0,118.0,4.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3700,36,2007,97172.74040079348,0.7428571428571429,1.5714285714285714,10,3,7,1,0.2,1.4,0.0,637.0,15.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5500,3,2007,151860.1631007948,0.5,0.0,7,10,7,5,0.5,0.0,0.0,837.0,14.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4150,33,2007,151860.1631007948,0.78125,1.0,10,9,7,5,0.6,0.6,0.0,213.0,11.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25200,9,2007,0.0,2.125,1.0,1,6,1,6,2.6,1.0,0.0,657.0,16.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14400,23,2007,0.0,1.681818181818182,1.3636363636363635,3,4,1,6,0.8,2.6,0.1,25.0,10.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14500,10,2007,74895.50357665005,2.2222222222222223,2.1111111111111107,1,2,1,2,2.6,2.4,12.5,0.0,8.3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14100,21,2007,74895.50357665005,1.8,2.1,3,1,1,2,0.8,1.8,0.0,563.0,-1.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11700,15,2007,155415.84452686927,2.071428571428572,1.2857142857142858,2,4,1,3,1.8,1.4,0.3,171.0,5.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8400,26,2007,155415.84452686927,1.6,1.2,3,6,1,3,0.8,1.4,0.2,187.0,1.1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17400,7,2007,95455.45065631402,2.1666666666666665,1.5,1,4,1,4,2.6,1.6,0.0,757.0,19.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8900,31,2007,95455.45065631402,1.6,1.9333333333333331,3,2,1,4,1.6,1.8,0.0,149.0,5.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15800,17,2007,37672.82970523982,2.0625,1.25,2,5,1,9,2.2,1.6,17.4,8.0,7.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9100,30,2007,37672.82970523982,1.6206896551724137,1.3793103448275863,3,4,1,9,1.4,2.0,0.0,577.0,9.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10600,2,2007,39797.51359067549,0.0,1.0,9,6,1,8,0.0,1.0,2.0,789.0,20.2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8600,33,2007,39797.51359067549,1.53125,1.28125,3,6,1,8,1.2,2.2,0.0,624.0,13.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11700,12,2007,129415.01383147165,2.0,1.3636363636363635,2,4,1,10,1.8,1.6,0.0,329.0,11.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8800,28,2007,129415.01383147165,1.5925925925925926,1.0740740740740742,3,8,1,10,1.2,0.8,0.0,535.0,10.9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10850,4,2007,97172.74040079348,1.3333333333333333,1.3333333333333333,4,5,1,7,1.3333333333333333,1.3333333333333333,0.0,795.0,17.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8400,19,2007,97172.74040079348,1.8333333333333333,0.9444444444444444,2,9,1,7,1.4,0.8,1.2,123.0,0.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13600,5,2007,63316.13715317762,1.75,0.0,3,10,1,5,1.75,0.0,6.7,76.0,13.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7300,35,2007,63316.13715317762,1.5294117647058822,0.9705882352941176,3,9,1,5,1.0,0.8,0.0,806.0,14.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8500,10,2007,63316.13715317762,0.7777777777777778,0.8888888888888888,10,8,5,6,1.4,0.8,25.3,0.0,6.3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11300,28,2007,63316.13715317762,1.0740740740740742,1.3333333333333333,9,5,5,6,1.4,1.2,0.0,453.0,6.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10500,2,2007,135704.38578026873,0.0,3.0,10,2,5,2,0.0,3.0,0.0,491.0,16.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11300,31,2007,135704.38578026873,1.0666666666666669,2.0,9,1,5,2,1.4,1.6,2.9,144.0,2.1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9000,7,2007,202941.2187063042,0.5,1.6666666666666667,10,3,5,3,0.6,1.4,0.0,545.0,19.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11300,34,2007,202941.2187063042,1.0,1.1212121212121209,9,7,5,3,0.8,0.8,0.0,645.0,12.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
9100,17,2007,155542.0823957298,0.75,1.6875,10,3,5,4,0.4,1.6,1.6,0.0,6.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11300,30,2007,155542.0823957298,1.0,2.0,9,2,5,4,0.8,2.4,0.0,47.0,4.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8500,9,2007,100679.48069989236,0.75,1.0,10,7,5,9,1.2,1.2,0.0,534.0,16.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11300,36,2007,100679.48069989236,0.9428571428571428,1.3142857142857145,9,5,5,9,0.2,1.0,0.0,822.0,14.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10000,4,2007,91049.01537084297,0.0,0.6666666666666666,10,8,5,8,0.0,0.6666666666666666,0.0,750.0,16.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11300,23,2007,91049.01537084297,1.0,1.318181818181818,9,5,5,8,2.0,2.4,2.4,14.0,8.3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10000,26,2007,191633.69991992536,1.0,1.0,9,8,5,10,1.8,0.6,0.3,188.0,-0.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8000,6,2007,191633.69991992536,0.0,1.4,10,5,5,10,0.0,1.4,0.0,215.0,14.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10500,22,2007,151860.1631007948,0.9047619047619048,0.8571428571428571,9,10,5,7,1.4,0.8,0.0,502.0,8.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8400,12,2007,151860.1631007948,0.9090909090909092,0.8181818181818182,8,10,5,7,1.4,0.8,0.0,0.0,10.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10100,14,2007,63316.13715317762,0.8461538461538461,2.0,10,2,5,1,1.0,1.8,0.0,63.0,4.9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10000,20,2007,63316.13715317762,0.6842105263157895,1.8947368421052633,10,2,5,1,0.4,1.4,0.0,504.0,0.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4100,22,2008,37672.82970523982,1.380952380952381,1.5714285714285714,5,4,5,4,1.0,1.0,0.0,606.0,4.7,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3600,18,2008,37672.82970523982,1.4117647058823528,1.6470588235294117,5,4,5,4,0.8,1.8,0.8,216.0,3.4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
